0,*Kategoria tymczasowa,sport,,unidentified category
1214553801,Kategoria testowa 2,sport,,unidentified category
1214553839,Kategoria testowa 1/Podkategoria 1,sport,,unidentified category
1214553855,Kategoria testowa 1/Podkategoria 2,sport,,unidentified category
1214553885,Odzież,Sport>Odzież,,
